id,name,aura,cl,slot,price,weight,description,requirements,full_text,aura_strength,weight_value,price_value,is_intelligent_item
1312,Bloodthirst Dagger,moderate evocation,10,none,"60,802 gp",1 lb.,"The blade of this +2 wounding dagger is brightly polished. Even when drenched in a victim's blood, it appears clean and dry moments later, as though it has been newly cleaned.  A bloodthirst dagger rewards its wielder most when used relentlessly against a single target. When attacking a creature that is still bleeding from the bloodthirst dagger's wounding property, the dagger deals an additional +1 point of damage against the target for each bleeding wound the creature possesses (maximum +10). Whenever the wielder of bloodthirst confirms a critical hit with the weapon, she can choose to deal 1d6 points of additional damage for each still-bleeding wound the target possesses (maximum +5d6 damage). This additional damage is not multiplied by the critical hit, but is in addition to the damage normally added for bleeding wounds. Dealing this damage immediately heals all bleeding wounds possessed by the wielder.","Craft Magic Arms and Armor, bleed, inflict serious wounds","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Bloodthirst Dagger</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate evocation; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>60,802 gp; <b>Weight </b>1 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The blade of this <i>+2 <i>wounding</i> dagger</i> is brightly polished. Even when drenched in a victim's blood, it appears clean and dry moments later, as though it has been newly cleaned. </p><p>A <i><i>bloodthirst</i> dagger</i> rewards its wielder most when used relentlessly against a single target. When attacking a creature that is still <i>bleed</i>ing from the <i><i>bloodthirst</i> dagger</i>'s <i>wounding</i> property, the dagger deals an additional +1 point of damage against the target for each <i>bleed</i>ing wound the creature possesses (maximum +10). Whenever the wielder of <i>bloodthirst</i> confirms a critical hit with the weapon, she can choose to deal 1d6 points of additional damage for each still-<i>bleed</i>ing wound the target possesses (maximum +5d6 damage). This additional damage is not multiplied by the critical hit, but is in addition to the damage normally added for <i>bleed</i>ing wounds. Dealing this damage immediately heals all <i>bleed</i>ing wounds possessed by the wielder.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>bleed</i>, <i>inflict serious wounds</i>; <b>Cost </b>30,552 gp</h5></div>",moderate,1,60802,FALSE
1313,Boulderhead Mace,moderate transmutation,9,none,"6,812 gp",8 lbs.,"The head of this +1 heavy mace is made from a single piece of roughly spherical, polished granite. Once per day, the wielder can command the mace to release this head, which grows to the size of a Large boulder and rolls quickly in a direction the wielder specifies. The boulder rolls in a straight line for up to 60 feet, crushing everything in its path for 3d8+5 points of damage (Reflex DC 19 half). The boulder collapses into rubble and dust at the end of its path or if it encounters an obstacle it cannot break through or roll over, creating a 10-foot-square area of difficult terrain. A new stone mace-head grows on the weapon's haft over the next 24 hours, and it is unusable as a weapon until the head regrows.","Craft Magic Arms and Armor, wall of stone","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Boulderhead Mace</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate transmutation; <b>CL </b>9th</h5><h5><b>Slot </b>none; <b>Price </b>6,812 gp; <b>Weight </b>8 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The head of this <i>+1 heavy mace</i> is made from a single piece of roughly spherical, polished granite. Once per day, the wielder can command the mace to release this head, which grows to the size of a Large boulder and rolls quickly in a direction the wielder specifies. The boulder rolls in a straight line for up to 60 feet, crushing everything in its path for 3d8+5 points of damage (Reflex DC 19 half). The boulder collapses into rubble and dust at the end of its path or if it encounters an obstacle it cannot break through or roll over, creating a 10-foot-square area of difficult terrain. A new stone mace-head grows on the weapon's haft over the next 24 hours, and it is unusable as a weapon until the head regrows.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>wall of stone</i>; <b>Cost </b>3,652 gp</h5></div>",moderate,8,6812,FALSE
1314,"Burrowing Bullet, Lesser",moderate necromancy,3,none,"1,722 gp",,"This +1 firearm bullet deals normal damage, but when it hits a living creature, it burrows into the creature's flesh, causing wracking pain until removed or until the bullet burrows its way out of the creature. While these bullets burrow, the creature is staggered. This effect lasts for 1d3 rounds or until the bullet is removed with a DC 15 Heal check made as a standard action. Greater burrowing bullets take longer to pass though the bodies of living creatures (the staggered effect lasts 1d3+2 rounds) and are harder to remove (DC 20 Heal check as a standard action).","Craft Magic Arms and Armor, symbol of pain","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Burrowing Bullet, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate necromancy; <b>CL </b>3rd</h5><h5><b>Slot </b>none; <b>Price </b>1,722 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This <i>+1 firearm bullet</i> deals normal damage, but when it hits a living creature, it burrows into the creature's flesh, causing wracking pain until removed or until the bullet burrows its way out of the creature. While these bullets burrow, the creature is staggered. This effect lasts for 1d3 rounds or until the bullet is removed with a DC 15 Heal check made as a standard action. <i>Greater burrowing bullets</i> take longer to pass though the bodies of living creatures (the staggered effect lasts 1d3+2 rounds) and are harder to remove (DC 20 Heal check as a standard action).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>symbol of pain</i>; <b>Cost </b>861 gp</h5></div>",moderate,0,1722,FALSE
1318,Dragoncatch Guisarme,moderate conjuration,8,none,"13,308 gp",5 lbs.,"This +1 dragon bane guisarme is has a shaft wound tightly with dragonhide. A dragoncatch guisarme can be used to make a special trip maneuver against creatures using wings to fly. If the maneuver succeeds, the target's wings are fouled and the creature is knocked off balance, falling to the ground and gaining the entangled condition. A creature tripped in this way can attempt a DC 15 Fly check as a move action to remove the entangled condition.","Craft Magic Arms and Armor, black tentacles, summon monster I","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Dragoncatch Guisarme</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate conjuration; <b>CL </b>8th</h5><h5><b>Slot </b>none; <b>Price </b>13,308 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This <i>+1 dragon bane guisarme</i> is has a shaft wound tightly with dragonhide. A <i>dragoncatch guisarme</i> can be used to make a special trip maneuver against creatures using wings to fly. If the maneuver succeeds, the target's wings are fouled and the creature is knocked off balance, falling to the ground and gaining the entangled condition. A creature tripped in this way can attempt a DC 15 Fly check as a move action to remove the entangled condition.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>black tentacles</i>, <i>summon monster I</i>; <b>Cost </b>6,808 gp</h5></div>",moderate,5,13308,FALSE
1315,"Burrowing Bullet, Greater",moderate necromancy,3,none,"3,447 gp",,"This +1 firearm bullet deals normal damage, but when it hits a living creature, it burrows into the creature's flesh, causing wracking pain until removed or until the bullet burrows its way out of the creature. While these bullets burrow, the creature is staggered. This effect lasts for 1d3 rounds or until the bullet is removed with a DC 15 Heal check made as a standard action. Greater burrowing bullets take longer to pass though the bodies of living creatures (the staggered effect lasts 1d3+2 rounds) and are harder to remove (DC 20 Heal check as a standard action).","Craft Magic Arms and Armor, symbol of  stunning","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Burrowing Bullet, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate necromancy; <b>CL </b>3rd</h5><h5><b>Slot </b>none; <b>Price </b>3,447 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This <i>+1 firearm bullet</i> deals normal damage, but when it hits a living creature, it burrows into the creature's flesh, causing wracking pain until removed or until the bullet burrows its way out of the creature. While these bullets burrow, the creature is staggered. This effect lasts for 1d3 rounds or until the bullet is removed with a DC 15 Heal check made as a standard action. <i>Greater burrowing bullets</i> take longer to pass though the bodies of living creatures (the staggered effect lasts 1d3+2 rounds) and are harder to remove (DC 20 Heal check as a standard action).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>symbol of  stunning</i>; <b>Cost </b>1,723 gp</h5></div>",moderate,0,3447,FALSE
1366,"Slaying Arrow, Greater",strong necromancy,13,none,"2,032 gp",1/10 lb.,"This +1 arrow is keyed to a particular type or subtype of creature. If it strikes such a creature, the target must succeed at a DC 20 Fortitude save or take 50 points of damage. Note that even creatures normally exempt from Fortitude saves (undead and constructs) are subject to this attack. When keyed to a living creature, this is a death effect (and thus death ward protects a target). To determine the type or subtype of creature the arrow is keyed to, roll on the table below.  A greater slaying arrow functions just like a normal slaying arrow, but the DC to avoid the death effect is 23 and the arrow deals 100 points of damage if the saving throw is failed.   d% DESIGNATED TYPE OR SUBTYPE  01-05 Aberrations  06-09 Animals  10-16 Constructs  17-27 Dragons  28-32 Fey  33 Humanoids, aquatic  34-35 Humanoids, dwarf  36-37 Humanoids, elf  38-44 Humanoids, giant  45 Humanoids, gnoll  46 Humanoids, gnome  47-49 Humanoids, goblinoid  50 Humanoids, halfling  51-54 Humanoids, human  55-57 Humanoids, reptilian  58-60 Humanoids, orc  61-65 Magical beasts  66-70 Monstrous humanoids  71-72 Oozes  73 Outsiders, air  74-76 Outsiders, chaotic  77 Outsiders, earth  78-80 Outsiders, evil  81 Outsiders, fire  82-84 Outsiders, good  85-87 Outsiders, lawful  88 Outsiders, water  89-90 Plants  91-98 Undead  99-100 Vermin","Craft Magic Arms and Armor, heightened finger of death","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Slaying Arrow, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong necromancy; <b>CL </b>13th</h5><h5><b>Slot </b>none; <b>Price </b>2,032 gp; <b>Weight </b>1/10 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This <i>+1 arrow</i> is keyed to a particular type or subtype of creature. If it strikes such a creature, the target must succeed at a DC 20 Fortitude save or take 50 points of damage. Note that even creatures normally exempt from Fortitude saves (undead and constructs) are subject to this attack. When keyed to a living creature, this is a death effect (and thus <i>death ward</i> protects a target). To determine the type or subtype of creature the arrow is keyed to, roll on the table below. </p><p>A <i>greater slaying arrow</i> functions just like a normal slaying arrow, but the DC to avoid the death effect is 23 and the arrow deals 100 points of damage if the saving throw is failed. </p><p></p>   <table><tr><th>d%</th><th>DESIGNATED TYPE OR SUBTYPE</th></tr><tr><td>01-05</td><td>Aberrations</td></tr><tr><td>06-09</td><td>Animals</td></tr><tr><td>10-16</td><td>Constructs</td></tr><tr><td>17-27</td><td>Dragons</td></tr><tr><td>28-32</td><td>Fey</td></tr><tr><td>33</td><td>Humanoids, aquatic</td></tr><tr><td>34-35</td><td>Humanoids, dwarf</td></tr><tr><td>36-37</td><td>Humanoids, elf</td></tr><tr><td>38-44</td><td>Humanoids, giant</td></tr><tr><td>45</td><td>Humanoids, gnoll</td></tr><tr><td>46</td><td>Humanoids, gnome</td></tr><tr><td>47-49</td><td>Humanoids, goblinoid</td></tr><tr><td>50</td><td>Humanoids, halfling</td></tr><tr><td>51-54</td><td>Humanoids, human</td></tr><tr><td>55-57</td><td>Humanoids, reptilian</td></tr><tr><td>58-60</td><td>Humanoids, orc</td></tr><tr><td>61-65</td><td>Magical beasts</td></tr><tr><td>66-70</td><td>Monstrous humanoids</td></tr><tr><td>71-72</td><td>Oozes</td></tr><tr><td>73</td><td>Outsiders, air</td></tr><tr><td>74-76</td><td>Outsiders, chaotic</td></tr><tr><td>77</td><td>Outsiders, earth</td></tr><tr><td>78-80</td><td>Outsiders, evil</td></tr><tr><td>81</td><td>Outsiders, fire</td></tr><tr><td>82-84</td><td>Outsiders, good</td></tr><tr><td>85-87</td><td>Outsiders, lawful</td></tr><tr><td>88</td><td>Outsiders, water</td></tr><tr><td>89-90</td><td>Plants</td></tr><tr><td>91-98</td><td>Undead</td></tr><tr><td>99-100</td><td>Vermin</td></tr></table>   </h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>heightened finger of death</i>; <b>Cost </b>4,057 gp</h5></div>",strong,0.1,2032,FALSE
1316,Cutthroat's Apprentice,strong transmutation,15,none,"33,910 gp",2 lbs.,"This simply made +1 dancing shortsword leaps to hand at the slightest touch. It can be drawn as a free action as though using the Quick Draw feat. The cutthroat's apprentice dances for 8 rounds instead of 4 when activated, but can only dance twice per day. When dancing and attacking a creature, it moves into the target's space and provides the person who activated it (but no other creatures) with flanking during his turn if he attacks the same target in melee. Once the sword's activator completes his turn, the sword moves back to her space. If directed to attack multiple creatures in the same turn, the cutthroat's apprentice provides a flank against only the last creature attacked.","Craft Magic Arms and Armor, animate objects, unwitting ally (Advanced Player's Guide)","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Cutthroat's Apprentice</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong transmutation; <b>CL </b>15th</h5><h5><b>Slot </b>none; <b>Price </b>33,910 gp; <b>Weight </b>2 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This simply made <i>+1 dancing shortsword</i> leaps to hand at the slightest touch. It can be drawn as a free action as though using the Quick Draw feat. The cutthroat's apprentice dances for 8 rounds instead of 4 when activated, but can only dance twice per day. When dancing and attacking a creature, it moves into the target's space and provides the person who activated it (but no other creatures) with flanking during his turn if he attacks the same target in melee. Once the sword's activator completes his turn, the sword moves back to her space. If directed to attack multiple creatures in the same turn, the cutthroat's apprentice provides a flank against only the last creature attacked.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>animate objects</i>, <i>unwitting ally (Advanced Player's Guide)</i>; <b>Cost </b>17,110 gp</h5></div>",strong,2,33910,FALSE
1317,Dagger Of Doubling,faint conjuration,5,none,"10,302 gp",1 lb.,"A wielder with a free hand can split this +1 dagger into two identical +1 daggers as a swift action, or a free action if she has the Quick Draw feat. The doubled daggers can't be split again. If either dagger is thrown while doubled, the hurled dagger vanishes after resolving the attack and the remaining dagger can be split again. If the wielder drops a doubled dagger or it otherwise leaves her person, it vanishes. If both daggers leave the wielder's hands at the same time, determine randomly which dagger vanishes.  Spells or effects placed on a dagger of doubling don't duplicate when the dagger is split. Any active effects on a dagger end when it vanishes. Destroying one of the doubled daggers just causes the duplicate to disappear, but any damage to a single dagger of doubling remains on both daggers when it doubles.","Craft Magic Arms and Armor, shadow weapon (Ultimate Magic)","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Dagger Of Doubling</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint conjuration; <b>CL </b>5th</h5><h5><b>Slot </b>none; <b>Price </b>10,302 gp; <b>Weight </b>1 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>A wielder with a free hand can split this <i>+1 dagger</i> into two identical <i>+1 dagger</i>s as a swift action, or a free action if she has the Quick Draw feat. The doubled daggers can't be split again. If either dagger is thrown while doubled, the hurled dagger vanishes after resolving the attack and the remaining dagger can be split again. If the wielder drops a doubled dagger or it otherwise leaves her person, it vanishes. If both daggers leave the wielder's hands at the same time, determine randomly which dagger vanishes. </p><p>Spells or effects placed on a <i>dagger of doubling</i> don't duplicate when the dagger is split. Any active effects on a dagger end when it vanishes. Destroying one of the doubled daggers just causes the duplicate to disappear, but any damage to a single <i>dagger of doubling</i> remains on both daggers when it doubles.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>shadow weapon (Ultimate Magic)</i>; <b>Cost </b>5,302 gp</h5></div>",faint,1,10302,FALSE
1340,Javelin Of Lightning,faint evocation,5,none,"1,500 gp",2 lbs.,This javelin becomes a 5d6 lightning bolt when thrown (Reflex DC 14 half). It is consumed in the attack.,"Craft Magic Arms and Armor, lightning bolt","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Javelin Of Lightning</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint evocation; <b>CL </b>5th</h5><h5><b>Slot </b>none; <b>Price </b>1,500 gp; <b>Weight </b>2 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This javelin becomes a 5d6 <i>lightning bolt</i> when thrown (Reflex DC 14 half). It is consumed in the attack.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>lightning bolt</i>; <b>Cost </b>750 gp</h5></div>",faint,2,1500,FALSE
1319,Dragon's Doom,moderate divination and evocation,8,none,"40,310 gp",12 lbs.,"This polearm's axe blade is shaped like a snarling dragon, its maw stretched wide as it closes for the killing blow. The haft is engraved with the circling image of a dragon in flight. The head of this +2 dragon bane halberd glows when a creature of the dragon type is within 100 feet of the weapon. Three times per day, when the halberd hits a dragon, the wielder can have that attack ignore the dragon's DR as a free action.","Craft Magic Arms and Armor, discern location, light, summon monster I","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Dragon's Doom</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate divination and evocation; <b>CL </b>8th</h5><h5><b>Slot </b>none; <b>Price </b>40,310 gp; <b>Weight </b>12 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This polearm's axe blade is shaped like a snarling dragon, its maw stretched wide as it closes for the killing blow. The haft is engraved with the circling image of a dragon in f<i>light</i>. The head of this <i>+2 dragon bane halberd</i> glows when a creature of the dragon type is within 100 feet of the weapon. Three times per day, when the halberd hits a dragon, the wielder can have that attack ignore the dragon's DR as a free action.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>discern location</i>, <i>light</i>, <i>summon monster I</i>; <b>Cost </b>20,310 gp</h5></div>",moderate,12,40310,FALSE
1396,Ring Of Blinking,moderate transmutation,7,ring,"27,000 gp",,"On command, this ring makes the wearer blink, as the blink spell.","Forge Ring, blink","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Ring Of Blinking</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate transmutation; <b>CL </b>7th</h5><h5><b>Slot </b>ring; <b>Price </b>27,000 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>On command, this ring makes the wearer <i>blink</i>, as the <i>blink</i> spell.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Forge Ring, <i>blink</i>; <b>Cost </b>13,500 gp</h5></div>",moderate,0,27000,FALSE
1323,Dwarven Thrower,moderate evocation,10,none,"60,312 gp",5 lbs.,"This weapon functions as a +2 warhammer in the hands of most users. Yet in the hands of a dwarf, the warhammer gains an additional +1 enhancement bonus (for a total enhancement bonus of +3) and gains the returning special ability. It can be hurled with a 30-foot range increment. When hurled, a dwarven thrower deals an extra 2d8 points of damage against creatures of the giant subtype or an extra 1d8 points of damage against any other target.","Craft Magic Arms and Armor, creator must be a dwarf of at least 10th level","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Dwarven Thrower</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate evocation; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>60,312 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This weapon functions as a <i>+2 warhammer</i> in the hands of most users. Yet in the hands of a dwarf, the warhammer gains an additional +1 enhancement bonus (for a total enhancement bonus of +3) and gains the <i>returning</i> special ability. It can be hurled with a 30-foot range increment. When hurled, a dwarven thrower deals an extra 2d8 points of damage against creatures of the giant subtype or an extra 1d8 points of damage against any other target.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, creator must be a dwarf of at least 10th level; <b>Cost </b>30,312 gp</h5></div>",moderate,5,60312,FALSE
1324,Earthenflail,strong evocation and transmutation,13,none,"11,315 gp",10 lbs.,"This roughly hewn wooden haft is lashed with gut and rope to a hefty boulder. This +1 heavy flail ignores the hardness of any object with hardness less than 20. As a swift action, however, the wielder can suppress this property until the beginning of his next turn, allowing the head to phase through earth and stone. This allows the wielder to ignore cover or partial cover (but not total cover) provided by objects or structures made of earth or stone; however, while suppressed, an earthenflail cannot harm objects made of these materials. Cover provided by other sources is unaffected.","Craft Magic Arms and Armor, phase door, shatter","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Earthenflail</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong evocation and transmutation; <b>CL </b>13th</h5><h5><b>Slot </b>none; <b>Price </b>11,315 gp; <b>Weight </b>10 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This roughly hewn wooden haft is lashed with gut and rope to a hefty boulder. This <i>+1 heavy flail</i> ignores the hardness of any object with hardness less than 20. As a swift action, however, the wielder can suppress this property until the beginning of his next turn, allowing the head to phase through earth and stone. This allows the wielder to ignore cover or partial cover (but not total cover) provided by objects or structures made of earth or stone; however, while suppressed, an <i>earthenflail</i> cannot harm objects made of these materials. Cover provided by other sources is unaffected.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>phase door</i>, <i>shatter</i>; <b>Cost </b>5,815 gp</h5></div>",strong,10,11315,FALSE
1325,Everflowing Aspergillum,faint conjuration,5,none,"7,805 gp",4 lbs.,"The holy water in this +1 battle aspergillum never runs dry. However, the water vanishes 1 round after leaving the aspergillum, so it cannot be collected. As a full-round action, the wielder can swing the weapon to dispense a vial's worth of holy water as a ranged touch attack with a maximum range of 10 feet and no range penalty. An everflowing aspergillum counts as a good-aligned weapon for purposes of overcoming damage reduction.","Craft Magic Arms and Armor, bless water, create water","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Everflowing Aspergillum</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint conjuration; <b>CL </b>5th</h5><h5><b>Slot </b>none; <b>Price </b>7,805 gp; <b>Weight </b>4 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The holy water in this <i>+1 battle aspergillum</i> never runs dry. However, the water vanishes 1 round after leaving the aspergillum, so it cannot be collected. As a full-round action, the wielder can swing the weapon to dispense a vial's worth of holy water as a ranged touch attack with a maximum range of 10 feet and no range penalty. An <i>everflowing aspergillum</i> counts as a good-aligned weapon for purposes of overcoming damage reduction.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>bless water</i>, <i>create water</i>; <b>Cost </b>3,905 gp</h5></div>",faint,4,7805,FALSE
1326,Fighter's Fork,faint transmutation,3,none,"7,315 gp",4 lbs.,"This steel-tined +1 trident can be commanded to lengthen or shorten its haft (or return to its normal length) as a swift action. It is a two-handed reach weapon when extended but cannot be thrown. If shortened, it can be wielded as a light weapon or hurled as a javelin. Feats or class abilities that apply to tridents apply to a fighter's fork in any form.","Craft Magic Arms and Armor, shrink item","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Fighter's Fork</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint transmutation; <b>CL </b>3rd</h5><h5><b>Slot </b>none; <b>Price </b>7,315 gp; <b>Weight </b>4 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This steel-tined <i>+1 trident</i> can be commanded to lengthen or shorten its haft (or return to its normal length) as a swift action. It is a two-handed reach weapon when extended but cannot be thrown. If shortened, it can be wielded as a light weapon or hurled as a javelin. Feats or class abilities that apply to tridents apply to a fighter's fork in any form.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>shrink item</i>; <b>Cost </b>3,815 gp</h5></div>",faint,4,7315,FALSE
1399,"Ring Of Climbing, Improved",faint transmutation,5,ring,"10,000 gp",,"This ring functions as a ring of climbing, except it grants a +10 competence bonus on its wearer's Climb checks.","Forge Ring, creator must have 10 ranks in the Climb skill","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Ring Of Climbing, Improved</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint transmutation; <b>CL </b>5th</h5><h5><b>Slot </b>ring; <b>Price </b>10,000 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This ring functions as a <i>ring of climbing</i>, except it grants a +10 competence bonus on its wearer's Climb checks.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Forge Ring, creator must have 10 ranks in the Climb skill; <b>Cost </b>5,000 gp</h5></div>",faint,0,10000,FALSE
1327,Firedrake Pistol,faint evocation,5,none,"20,300 gp",4 lbs.,"This hefty +1 flaming pistol is elaborately carved with its barrel in the semblance of a roaring dragon and its grip wrapped in polished red dragonhide. When firing ordinary ammunition, the wielder may choose to have the firedrake pistol deal all of its damage as fire damage instead of normal damage. In addition, as a standard action the wielder may expend 1 unit of ammunition and create a cone of fire equivalent to burning hands rather than resolving that shot as a normal attack.","Craft Magic Arms and Armor, burning hands, fireball","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Firedrake Pistol</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint evocation; <b>CL </b>5th</h5><h5><b>Slot </b>none; <b>Price </b>20,300 gp; <b>Weight </b>4 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This hefty <i>+1 flaming pistol</i> is elaborately carved with its barrel in the semblance of a roaring dragon and its grip wrapped in polished red dragonhide. When firing ordinary ammunition, the wielder may choose to have the <i>firedrake pistol</i> deal all of its damage as fire damage instead of normal damage. In addition, as a standard action the wielder may expend 1 unit of ammunition and create a cone of fire equivalent to <i>burning hands</i> rather than resolving that shot as a normal attack.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>burning hands</i>, <i>fireball</i>; <b>Cost </b>10,800 gp</h5></div>",faint,4,20300,FALSE
